analysis	{'statistic': 25, 'statistical': 22, 'series': 19, 'time': 19, 'time-series': 12, 'data': 8, 'process': 7, 'order': 6, 'relative': 5, 'class': 5, 'point': 5, 'test': 5, 'mean': 5, 'function': 4, 'absolute': 4, 'distribution': 3, 'error': 3, 'problem': 3, 'least': 3, 'variance': 3, 'observed': 2, 'parameter': 2, 'unit': 2, 'probability': 2, 'value': 2, 'variate': 2, 'pp': 2, 'moment': 2, 'multivariate': 2, 'hypothesis': 2, 'maximum': 1, 'one': 1, 'average': 1, 'equal': 1, 'raw': 1}
pp	{'distribution': 37, 'point': 19, 'most': 17, 'type': 15, 'probability': 14, 'random': 14, 'variate': 14, 'class': 13, 'different': 13, 'variable': 13, 'normal': 13, 'cumulative': 12, 'one': 12, 'mean': 11, 'data': 9, 'first': 8, 'statistic': 8, 'function': 7, 'frequency': 7, 'absolute': 7, 'event': 7, 'variance': 7, 'process': 7, 'uniform': 6, 'value': 6, 'measure': 6, 'order': 6, 'use': 6, 'binomial': 6, 'set': 5, 'digit': 5, 'out': 5, 'error': 5, 'continuous': 5, 'multivariate': 5, 'statistical': 4, 'interval': 4, 'quantities': 4, 'fitting': 4, 'true': 4, 'square': 4, 'poisson': 4, 'bivariate': 4, 'standard': 3, 'law': 3, 'population': 3, 'coefficient': 3, 'kenney': 3, 'curve': 3, 'degree': 3, 'deviation': 3, 'quantity': 3, 'time': 3, 'cumulant': 3, 'bernoulli': 3, 'analysis': 2, 'estimate': 2, 'parameter': 2, 'mode': 2, 'maximum': 2, 'descriptive': 2, 'table': 2, 'sequence': 2, 'size': 2, 'least': 2, 'conditional': 2, 'test': 2, 'step': 2, 'second': 2, 'line': 2, 'difference': 2, 'same': 2, 'theorem': 2, 'regression': 2, 'small': 2, 'moment': 2, 'walk': 2, 'correlation': 2, 'coin': 2, 'range': 1, 'expected': 1, 'limit': 1, 'definition': 1, 'ratio': 1, 'characteristic': 1, 'sample': 1, 'plot': 1, 'general': 1, 'trial': 1, 'distribution~continuous': 1}
median	{'statistic': 29, 'statistical': 28, 'distribution': 8, 'order': 5, 'different': 3, 'average': 3, 'pearson': 3, 'mode': 2, 'above': 2, 'kenney': 2, 'mean': 2, 'data': 1, 'value': 1, 'central': 1, 'random': 1, 'population': 1, 'equal': 1, 'definition': 1, 'quartile': 1, 'sample': 1, 'line': 1, 'deviation': 1, 'rank': 1, 'quantity': 1, 'large': 1}
theorem	{'random': 7, 'limit': 6, 'distribution': 5, 'law': 5, 'poisson': 5, 'estimate': 4, 'variable': 4, 'continuous': 4, 'large': 4, 'sequence': 3, 'independent': 3, 'variate': 3, 'bernoulli': 3, 'multivariate': 3, 'statistical': 2, 'probability': 2, 'one': 2, 'statistic': 2, 'pp': 2, 'sum': 2, 'function': 1, 'set': 1, 'central': 1, 'density': 1, 'true': 1, 'normal': 1, 'process': 1, 'correlation': 1}
plot	{'data': 30, 'statistical': 19, 'statistic': 19, 'method': 17, 'type': 12, 'set': 9, 'raw': 9, 'difference': 7, 'degree': 7, 'above': 6, 'point': 6, 'mean': 6, 'distribution': 5, 'frequency': 4, 'cumulative': 4, 'different': 4, 'probability': 3, 'interval': 3, 'test': 3, 'step': 3, 'line': 3, 'quantity': 3, 'relative': 2, 'uniform': 2, 'first': 2, 'real': 2, 'formula': 2, 'observation': 2, 'estimator': 2, 'correlation': 2, 'mode': 1, 'class': 1, 'value': 1, 'random': 1, 'average': 1, 'ratio': 1, 'variate': 1, 'use': 1, 'same': 1, 'pp': 1, 'small': 1, 'sum': 1, 'linear': 1, 'binomial': 1}
degree	{'measure': 23, 'distribution': 11, 'quantity': 11, 'correlation': 11, 'first': 9, 'skewness': 9, 'square': 8, 'plot': 7, 'chi-squared': 6, 'line': 5, 'value': 3, 'population': 3, 'coefficient': 3, 'quantities': 3, 'curve': 3, 'pp': 3, 'statistical': 2, 'common': 2, 'kenney': 2, 'variable': 2, 'statistic': 2, 'general': 2, 'time': 2, 'linear': 2, 'gamma': 2, 'distributed': 2, 'hypothesis': 2, 'absolute': 1, 'central': 1, 'random': 1, 'error': 1, 'point': 1, 'independent': 1, 'order': 1, 'true': 1, 'variance': 1}
deviation	{'mean': 54, 'absolute': 41, 'standard': 37, 'probability': 21, 'sum': 15, 'set': 13, 'descriptive': 10, 'distribution': 9, 'sample': 9, 'measure': 7, 'point': 7, 'statistic': 7, 'relative': 6, 'data': 6, 'moment': 6, 'random': 5, 'quartile': 5, 'pearson': 5, 'size': 5, 'maximum': 4, 'value': 4, 'average': 4, 'discrete': 4, 'true': 4, 'square': 4, 'statistical': 3, 'range': 3, 'mode': 3, 'law': 3, 'kenney': 3, 'curve': 3, 'pp': 3, 'normal': 3, 'variance': 3, 'one': 2, 'central': 2, 'variable': 2, 'quantity': 2, 'large': 2, 'uniform': 1, 'event': 1, 'first': 1, 'population': 1, 'equal': 1, 'skewness': 1, 'continuous': 1, 'variate': 1, 'difference': 1, 'median': 1, 'expectation': 1, 'small': 1}
kurtosis	{'normal': 18, 'central': 6, 'distribution': 5, 'excess': 5, 'most': 3, 'moment': 3, 'measure': 2, 'one': 2, 'kenney': 2, 'variance': 2, 'equal': 1, 'skewness': 1, 'pearson': 1}
excess	{'distribution': 6, 'kurtosis': 5, 'quantity': 2}
rank	{'statistic': 19, 'correlation': 14, 'distribution': 10, 'test': 9, 'statistical': 8, 'coefficient': 8, 'sum': 8, 'data': 4, 'set': 3, 'order': 3, 'value': 2, 'table': 2, 'point': 2, 'variate': 2, 'mean': 2, 'difference': 2, 'quantity': 2, 'estimate': 1, 'range': 1, 'mode': 1, 'population': 1, 'following': 1, 'sample': 1, 'line': 1, 'median': 1, 'small': 1, 'linear': 1}
general	{'distribution': 59, 'type': 30, 'statistic': 15, 'normal': 15, 'statistical': 11, 'function': 11, 'different': 11, 'matrix': 11, 'variate': 11, 'equation': 11, 'gamma': 9, 'case': 8, 'set': 7, 'one': 6, 'line': 6, 'range': 5, 'mean': 5, 'parameter': 4, 'variable': 4, 'continuous': 4, 'beta': 4, 'first': 3, 'random': 3, 'order': 3, 'fitting': 3, 'trial': 3, 'inverse': 3, 'central': 2, 'method': 2, 'interval': 2, 'kenney': 2, 'independent': 2, 'degree': 2, 'square': 2, 'processes': 2, 'process': 2, 'bivariate': 2, 'uniform': 1, 'cumulative': 1, 'out': 1, 'above': 1, 'table': 1, 'sequence': 1, 'size': 1, 'pp': 1, 'sum': 1, 'moment': 1, 'cumulant': 1, 'linear': 1, 'multivariate': 1, 'distributed': 1}
observation	{'set': 18, 'statistic': 18, 'out': 16, 'statistical': 14, 'order': 12, 'mode': 11, 'random': 10, 'most': 10, 'data': 9, 'test': 6, 'estimate': 5, 'distribution': 5, 'population': 5, 'independent': 5, 'least': 4, 'variable': 4, 'common': 3, 'error': 3, 'method': 3, 'definition': 3, 'quartile': 3, 'sample': 3, 'difference': 3, 'true': 3, 'expectation': 3, 'small': 3, 'one': 2, 'real': 2, 'sequence': 2, 'point': 2, 'size': 2, 'plot': 2, 'large': 2, 'correlation': 2, 'hypothesis': 2, 'above': 1, 'limit': 1, 'ratio': 1, 'mean': 1, 'unbiased': 1, 'sum': 1, 'moment': 1}
type	{'general': 30, 'statistic': 27, 'distribution': 25, 'matrix': 21, 'statistical': 18, 'pp': 15, 'size': 13, 'plot': 12, 'equation': 10, 'common': 9, 'error': 9, 'test': 9, 'one': 8, 'hypothesis': 7, 'function': 6, 'random': 6, 'inverse': 6, 'parameter': 5, 'measure': 5, 'most': 5, 'true': 5, 'different': 4, 'sample': 4, 'chi-squared': 4, 'continuous': 4, 'square': 4, 'data': 3, 'likelihood': 3, 'mode': 3, 'value': 3, 'first': 3, 'sequence': 3, 'pearson': 3, 'ratio': 3, 'variate': 3, 'use': 3, 'regression': 3, 'small': 3, 'beta': 3, 'observed': 2, 'expected': 2, 'real': 2, 'line': 2, 'mean': 2, 'same': 2, 'gamma': 2, 'constant': 2, 'run': 2, 'space': 2, 'probability': 1, 'order': 1, 'linear': 1, 'stochastic': 1}
fitting	{'curve': 47, 'set': 19, 'least': 14, 'data': 10, 'line': 10, 'linear': 8, 'mode': 7, 'square': 7, 'variable': 6, 'regression': 5, 'method': 4, 'pp': 4, 'small': 4, 'observed': 3, 'function': 3, 'different': 3, 'most': 3, 'point': 3, 'continuous': 3, 'general': 3, 'distribution': 2, 'quantity': 2, 'sum': 2, 'correlation': 2, 'class': 1, 'measure': 1, 'law': 1, 'one': 1, 'exponential': 1}
true	{'probability': 18, 'statistic': 13, 'test': 12, 'hypothesis': 10, 'value': 8, 'statistical': 6, 'one': 5, 'type': 5, 'equal': 4, 'pp': 4, 'deviation': 4, 'sample': 3, 'observation': 3, 'small': 3, 'trial': 3, 'process': 3, 'distributed': 3, 'distribution': 2, 'maximum': 2, 'random': 2, 'error': 2, 'least': 2, 'quantity': 2, 'normal': 2, 'binomial': 2, 'relative': 1, 'quantities': 1, 'mean': 1, 'theorem': 1, 'degree': 1, 'estimator': 1, 'moment': 1, 'bernoulli': 1}
quantity	{'value': 13, 'degree': 11, 'estimate': 10, 'absolute': 10, 'measure': 10, 'correlation': 7, 'out': 6, 'example': 6, 'error': 6, 'difference': 6, 'square': 6, 'sample': 5, 'estimator': 5, 'standard': 4, 'observed': 3, 'range': 3, 'probability': 3, 'set': 3, 'digit': 3, 'different': 3, 'equal': 3, 'coefficient': 3, 'test': 3, 'raw': 3, 'variate': 3, 'curve': 3, 'pp': 3, 'plot': 3, 'statistical': 2, 'relative': 2, 'function': 2, 'statistic': 2, 'mean': 2, 'deviation': 2, 'excess': 2, 'rank': 2, 'fitting': 2, 'true': 2, 'index': 2, 'distribution': 1, 'likelihood': 1, 'first': 1, 'random': 1, 'pearson': 1, 'ratio': 1, 'least': 1, 'continuous': 1, 'matrix': 1, 'median': 1, 'variance': 1, 'covariance': 1, 'bivariate': 1}
large	{'set': 39, 'distribution': 14, 'law': 13, 'matrix': 11, 'one': 10, 'random': 10, 'most': 8, 'order': 8, 'characteristic': 6, 'variate': 6, 'mean': 6, 'different': 5, 'equal': 5, 'size': 5, 'variable': 5, 'function': 4, 'probability': 4, 'standard': 4, 'event': 4, 'limit': 4, 'sequence': 4, 'point': 4, 'sample': 4, 'theorem': 4, 'distributed': 4, 'discrete': 3, 'time': 3, 'sum': 3, 'trial': 3, 'common': 2, 'central': 2, 'population': 2, 'interval': 2, 'second': 2, 'deviation': 2, 'observation': 2, 'normal': 2, 'process': 2, 'multivariate': 2, 'unit': 1, 'value': 1, 'first': 1, 'out': 1, 'real': 1, 'series': 1, 'following': 1, 'independent': 1, 'continuous': 1, 'median': 1, 'binomial': 1}
time	{'series': 99, 'time-series': 76, 'point': 43, 'process': 26, 'formula': 23, 'analysis': 19, 'continuous': 15, 'data': 14, 'value': 13, 'space': 12, 'one': 10, 'order': 10, 'distribution': 9, 'out': 9, 'intensity': 9, 'average': 8, 'interval': 8, 'example': 7, 'random': 7, 'discrete': 6, 'normal': 6, 'stochastic': 6, 'relative': 5, 'common': 5, 'function': 5, 'set': 5, 'population': 5, 'definition': 5, 'conditional': 5, 'maximum': 4, 'absolute': 4, 'quartile': 4, 'independent': 4, 'variance': 4, 'small': 4, 'poisson': 4, 'processes': 4, 'range': 3, 'mode': 3, 'event': 3, 'measure': 3, 'following': 3, 'sequence': 3, 'wolfram': 3, 'variable': 3, 'step': 3, 'pp': 3, 'large': 3, 'integral': 3, 'distributed': 3, 'probability': 2, 'law': 2, 'real': 2, 'central': 2, 'equal': 2, 'least': 2, 'variate': 2, 'difference': 2, 'degree': 2, 'sum': 2, 'multivariate': 2, 'coin': 2, 'run': 2, 'descriptive': 1, 'error': 1, 'most': 1, 'problem': 1, 'mean': 1, 'index': 1, 'correlation': 1, 'exponential': 1}
normal	{'distribution': 223, 'variate': 98, 'bivariate': 39, 'function': 31, 'continuous': 29, 'distributed': 29, 'variable': 27, 'mean': 27, 'multivariate': 22, 'cumulative': 21, 'independent': 21, 'variance': 19, 'probability': 18, 'kurtosis': 18, 'general': 15, 'statistic': 14, 'standard': 13, 'pp': 13, 'value': 11, 'measure': 11, 'ratio': 11, 'sample': 11, 'sum': 10, 'central': 9, 'random': 9, 'uniform': 8, 'density': 8, 'correlation': 8, 'statistical': 7, 'case': 7, 'matrix': 7, 'line': 7, 'equation': 7, 'square': 7, 'distribution~continuous': 7, 'unit': 6, 'error': 6, 'equal': 6, 'time': 6, 'moment': 6, 'linear': 6, 'series': 5, 'limit': 5, 'kenney': 5, 'least': 5, 'test': 5, 'difference': 5, 'one': 4, 'real': 4, 'interval': 4, 'language': 4, 'chi-squared': 4, 'covariance': 4, 'gamma': 4, 'estimate': 3, 'frequency': 3, 'set': 3, 'different': 3, 'most': 3, 'coefficient': 3, 'wolfram': 3, 'raw': 3, 'deviation': 3, 'trial': 3, 'cumulant': 3, 'binomial': 3, 'range': 2, 'parameter': 2, 'population': 2, 'skewness': 2, 'size': 2, 'characteristic': 2, 'second': 2, 'use': 2, 'true': 2, 'large': 2, 'estimator': 2, 'poisson': 2, 'process': 2, 'exponential': 2, 'observed': 1, 'confidence': 1, 'expected': 1, 'pearson': 1, 'unbiased': 1, 'theorem': 1, 'expectation': 1, 'run': 1}
regression	{'mean': 19, 'least': 10, 'line': 10, 'linear': 8, 'correlation': 8, 'sum': 7, 'curve': 6, 'statistical': 5, 'conditional': 5, 'statistic': 5, 'fitting': 5, 'mode': 4, 'variate': 4, 'common': 3, 'parameter': 3, 'measure': 3, 'definition': 3, 'kenney': 3, 'type': 3, 'expectation': 3, 'square': 3, 'index': 3, 'bivariate': 3, 'data': 2, 'function': 2, 'law': 2, 'problem': 2, 'sample': 2, 'pp': 2, 'descriptive': 1, 'one': 1, 'method': 1, 'most': 1, 'interval': 1, 'coefficient': 1, 'variable': 1}
variance	{'covariance': 81, 'mean': 66, 'sample': 53, 'variate': 27, 'statistic': 25, 'distribution': 24, 'normal': 19, 'value': 17, 'population': 16, 'random': 15, 'variable': 9, 'equal': 8, 'second': 8, 'set': 7, 'use': 7, 'pp': 7, 'statistical': 6, 'observed': 6, 'measure': 6, 'independent': 6, 'expectation': 6, 'moment': 6, 'bivariate': 6, 'probability': 5, 'central': 5, 'test': 5, 'matrix': 5, 'estimate': 4, 'function': 4, 'standard': 4, 'definition': 4, 'time': 4, 'correlation': 4, 'analysis': 3, 'relative': 3, 'first': 3, 'above': 3, 'limit': 3, 'most': 3, 'problem': 3, 'skewness': 3, 'ratio': 3, 'continuous': 3, 'line': 3, 'deviation': 3, 'square': 3, 'binomial': 3, 'distributed': 3, 'run': 3, 'common': 2, 'unit': 2, 'expected': 2, 'interval': 2, 'point': 2, 'size': 2, 'unbiased': 2, 'kurtosis': 2, 'inverse': 2, 'walk': 2, 'stochastic': 2, 'out': 1, 'different': 1, 'density': 1, 'error': 1, 'following': 1, 'kenney': 1, 'case': 1, 'chi-squared': 1, 'raw': 1, 'same': 1, 'degree': 1, 'quantity': 1, 'sum': 1, 'trial': 1, 'bernoulli': 1, 'length': 1}
expectation	{'value': 27, 'conditional': 9, 'random': 7, 'variance': 6, 'central': 5, 'variable': 5, 'raw': 5, 'variate': 5, 'function': 4, 'equal': 4, 'kenney': 4, 'mean': 4, 'sequence': 3, 'least': 3, 'sample': 3, 'observation': 3, 'regression': 3, 'estimator': 3, 'process': 3, 'estimate': 2, 'distribution': 2, 'standard': 2, 'first': 2, 'point': 2, 'independent': 2, 'use': 2, 'sum': 2, 'distributed': 2, 'expected': 1, 'density': 1, 'continuous': 1, 'discrete': 1, 'deviation': 1, 'normal': 1, 'stochastic': 1}
small	{'function': 12, 'distribution': 7, 'probability': 6, 'statistic': 5, 'statistical': 4, 'fitting': 4, 'time': 4, 'process': 4, 'relative': 3, 'maximum': 3, 'value': 3, 'set': 3, 'size': 3, 'raw': 3, 'observation': 3, 'type': 3, 'true': 3, 'data': 2, 'parameter': 2, 'mode': 2, 'measure': 2, 'out': 2, 'real': 2, 'sequence': 2, 'definition': 2, 'problem': 2, 'ratio': 2, 'formula': 2, 'pp': 2, 'moment': 2, 'descriptive': 1, 'first': 1, 'skewness': 1, 'continuous': 1, 'variate': 1, 'difference': 1, 'plot': 1, 'deviation': 1, 'rank': 1, 'sum': 1, 'poisson': 1, 'hypothesis': 1, 'coin': 1}
estimator	{'unbiased': 13, 'value': 9, 'likelihood': 7, 'sample': 6, 'maximum': 5, 'problem': 5, 'quantity': 5, 'cumulant': 5, 'random': 4, 'distribution': 3, 'central': 3, 'kenney': 3, 'expectation': 3, 'statistical': 2, 'parameter': 2, 'probability': 2, 'mode': 2, 'population': 2, 'method': 2, 'variate': 2, 'statistic': 2, 'mean': 2, 'plot': 2, 'normal': 2, 'moment': 2, 'expected': 1, 'error': 1, 'point': 1, 'independent': 1, 'true': 1, 'square': 1, 'bernoulli': 1}
sum	{'distribution': 42, 'set': 37, 'square': 37, 'statistic': 26, 'point': 20, 'curve': 18, 'uniform': 15, 'ratio': 15, 'deviation': 15, 'probability': 14, 'continuous': 14, 'mean': 14, 'coefficient': 13, 'data': 12, 'function': 12, 'value': 12, 'unit': 11, 'mode': 11, 'standard': 10, 'table': 10, 'normal': 10, 'variate': 9, 'test': 8, 'rank': 8, 'first': 7, 'random': 7, 'interval': 7, 'line': 7, 'regression': 7, 'equation': 7, 'linear': 7, 'index': 7, 'statistical': 5, 'observed': 5, 'out': 5, 'most': 5, 'least': 5, 'absolute': 4, 'sample': 4, 'variable': 4, 'order': 4, 'use': 4, 'difference': 4, 'distribution~continuous': 4, 'common': 3, 'parameter': 3, 'cumulative': 3, 'digit': 3, 'expected': 3, 'one': 3, 'density': 3, 'following': 3, 'pearson': 3, 'size': 3, 'conditional': 3, 'matrix': 3, 'large': 3, 'distributed': 3, 'space': 3, 'range': 2, 'event': 2, 'real': 2, 'above': 2, 'limit': 2, 'error': 2, 'oeis': 2, 'equal': 2, 'independent': 2, 'theorem': 2, 'fitting': 2, 'time': 2, 'expectation': 2, 'process': 2, 'hypothesis': 2, 'confidence': 1, 'measure': 1, 'series': 1, 'central': 1, 'sequence': 1, 'raw': 1, 'plot': 1, 'general': 1, 'observation': 1, 'variance': 1, 'small': 1, 'processes': 1, 'binomial': 1, 'correlation': 1}
trial	{'probability': 16, 'bernoulli': 10, 'function': 9, 'limit': 8, 'out': 7, 'random': 6, 'statistic': 6, 'measure': 5, 'set': 4, 'same': 4, 'distribution': 3, 'mode': 3, 'line': 3, 'general': 3, 'true': 3, 'large': 3, 'normal': 3, 'process': 3, 'binomial': 3, 'observed': 2, 'event': 2, 'sequence': 2, 'interval': 2, 'least': 2, 'confidence': 1, 'ratio': 1, 'pp': 1, 'variance': 1, 'length': 1}
equation	{'set': 14, 'general': 11, 'matrix': 10, 'type': 10, 'integral': 8, 'normal': 7, 'sum': 7, 'different': 6, 'distribution': 4, 'ratio': 4, 'independent': 4, 'square': 4, 'stochastic': 4, 'random': 3, 'kenney': 3, 'sample': 3, 'real': 2, 'above': 2, 'population': 2, 'coefficient': 2, 'pearson': 2, 'least': 2, 'continuous': 2, 'curve': 2, 'process': 2, 'space': 2, 'probability': 1, 'confidence': 1, 'value': 1, 'one': 1, 'sequence': 1, 'poisson': 1, 'markov': 1, 'gamma': 1}
inverse	{'matrix': 27, 'distribution': 11, 'type': 6, 'interval': 4, 'continuous': 3, 'use': 3, 'general': 3, 'distributed': 3, 'probability': 2, 'confidence': 2, 'value': 2, 'measure': 2, 'most': 2, 'least': 2, 'sample': 2, 'variance': 2, 'function': 1, 'random': 1, 'density': 1, 'ratio': 1, 'case': 1, 'second': 1, 'raw': 1, 'mean': 1, 'distribution~continuous': 1}
covariance	{'variance': 81, 'variate': 14, 'random': 7, 'measure': 6, 'matrix': 5, 'set': 4, 'variable': 4, 'normal': 4, 'correlation': 4, 'bivariate': 4, 'distribution': 3, 'independent': 3, 'binomial': 3, 'population': 2, 'point': 2, 'use': 2, 'mean': 2, 'statistical': 1, 'probability': 1, 'out': 1, 'definition': 1, 'case': 1, 'statistic': 1, 'quantity': 1}
square	{'chi-squared': 67, 'distribution': 54, 'set': 43, 'sum': 37, 'mean': 27, 'least': 17, 'central': 12, 'out': 9, 'probability': 8, 'degree': 8, 'random': 7, 'line': 7, 'fitting': 7, 'normal': 7, 'linear': 7, 'beta': 7, 'standard': 6, 'table': 6, 'quantity': 6, 'function': 5, 'parameter': 5, 'value': 5, 'matrix': 5, 'statistical': 4, 'data': 4, 'different': 4, 'limit': 4, 'most': 4, 'continuous': 4, 'statistic': 4, 'pp': 4, 'deviation': 4, 'type': 4, 'equation': 4, 'correlation': 4, 'distributed': 4, 'confidence': 3, 'absolute': 3, 'first': 3, 'average': 3, 'point': 3, 'variate': 3, 'curve': 3, 'regression': 3, 'variance': 3, 'walk': 3, 'gamma': 3, 'class': 2, 'definition': 2, 'coefficient': 2, 'pearson': 2, 'unbiased': 2, 'general': 2, 'distribution~continuous': 2, 'unit': 1, 'frequency': 1, 'kenney': 1, 'independent': 1, 'variable': 1, 'discrete': 1, 'difference': 1, 'estimator': 1, 'moment': 1}
moment	{'central': 60, 'sample': 40, 'distribution': 21, 'raw': 20, 'function': 15, 'probability': 12, 'mean': 12, 'population': 9, 'variate': 9, 'absolute': 8, 'problem': 8, 'standard': 7, 'correlation': 7, 'deviation': 6, 'normal': 6, 'variance': 6, 'sequence': 5, 'cumulant': 5, 'measure': 4, 'first': 4, 'statistic': 4, 'class': 3, 'coefficient': 3, 'characteristic': 3, 'kenney': 3, 'second': 3, 'kurtosis': 3, 'multivariate': 3, 'analysis': 2, 'most': 2, 'interval': 2, 'point': 2, 'least': 2, 'pp': 2, 'small': 2, 'estimator': 2, 'relative': 1, 'uniform': 1, 'data': 1, 'value': 1, 'series': 1, 'above': 1, 'density': 1, 'pearson': 1, 'unbiased': 1, 'general': 1, 'observation': 1, 'true': 1, 'square': 1}
cumulant	{'function': 8, 'statistic': 6, 'estimator': 5, 'moment': 5, 'raw': 4, 'pp': 3, 'normal': 3, 'statistical': 2, 'parameter': 2, 'central': 2, 'variate': 2, 'mean': 2, 'unbiased': 2, 'distribution': 1, 'density': 1, 'general': 1}
linear	{'line': 125, 'fitting': 8, 'regression': 8, 'sum': 7, 'square': 7, 'event': 6, 'set': 6, 'normal': 6, 'least': 5, 'quantities': 5, 'statistic': 5, 'distribution': 4, 'parameter': 4, 'processes': 4, 'process': 4, 'statistical': 3, 'uniform': 3, 'function': 3, 'most': 3, 'point': 3, 'pearson': 3, 'one': 2, 'random': 2, 'variate': 2, 'difference': 2, 'degree': 2, 'correlation': 2, 'common': 1, 'value': 1, 'method': 1, 'coefficient': 1, 'curve': 1, 'plot': 1, 'rank': 1, 'general': 1, 'type': 1}
bernoulli	{'distribution': 25, 'trial': 10, 'probability': 5, 'event': 4, 'discrete': 4, 'statistic': 4, 'statistical': 3, 'function': 3, 'parameter': 3, 'value': 3, 'set': 3, 'out': 3, 'density': 3, 'table': 3, 'formula': 3, 'pp': 3, 'theorem': 3, 'coin': 3, 'law': 2, 'first': 2, 'random': 2, 'kenney': 2, 'variable': 2, 'observed': 1, 'population': 1, 'sequence': 1, 'variate': 1, 'mean': 1, 'true': 1, 'variance': 1, 'estimator': 1, 'binomial': 1}
poisson	{'process': 28, 'distribution': 20, 'probability': 11, 'event': 6, 'theorem': 5, 'function': 4, 'point': 4, 'pp': 4, 'time': 4, 'estimate': 3, 'value': 3, 'one': 3, 'discrete': 3, 'binomial': 3, 'expected': 2, 'limit': 2, 'following': 2, 'formula': 2, 'normal': 2, 'processes': 2, 'gamma': 2, 'statistical': 1, 'parameter': 1, 'maximum': 1, 'out': 1, 'different': 1, 'random': 1, 'density': 1, 'interval': 1, 'step': 1, 'continuous': 1, 'second': 1, 'statistic': 1, 'small': 1, 'equation': 1, 'exponential': 1, 'distribution~continuous': 1}
markov	{'matrix': 9, 'random': 7, 'variate': 5, 'process': 5, 'stochastic': 4, 'sequence': 3, 'conditional': 3, 'step': 2, 'discrete': 2, 'processes': 2, 'run': 2, 'distribution': 1, 'probability': 1, 'equation': 1, 'index': 1}
processes	{'process': 190, 'point': 70, 'variate': 18, 'multivariate': 8, 'different': 7, 'conditional': 6, 'intensity': 6, 'function': 5, 'ratio': 5, 'mode': 4, 'line': 4, 'time': 4, 'linear': 4, 'class': 3, 'random': 3, 'density': 3, 'independent': 3, 'space': 3, 'distribution': 2, 'probability': 2, 'set': 2, 'real': 2, 'most': 2, 'general': 2, 'poisson': 2, 'markov': 2, 'one': 1, 'least': 1, 'sum': 1, 'gamma': 1}
process	{'processes': 190, 'point': 174, 'probability': 28, 'random': 28, 'poisson': 28, 'time': 26, 'variate': 24, 'stochastic': 21, 'one': 20, 'series': 18, 'conditional': 15, 'time-series': 15, 'mode': 14, 'interval': 14, 'intensity': 14, 'function': 12, 'real': 10, 'most': 10, 'space': 9, 'different': 8, 'size': 8, 'multivariate': 8, 'hypothesis': 8, 'analysis': 7, 'distribution': 7, 'pp': 7, 'common': 6, 'independent': 6, 'relative': 5, 'set': 5, 'out': 5, 'ratio': 5, 'markov': 5, 'value': 4, 'expected': 4, 'least': 4, 'test': 4, 'line': 4, 'small': 4, 'linear': 4, 'class': 3, 'law': 3, 'density': 3, 'sample': 3, 'use': 3, 'true': 3, 'expectation': 3, 'trial': 3, 'index': 3, 'data': 2, 'parameter': 2, 'standard': 2, 'maximum': 2, 'event': 2, 'measure': 2, 'first': 2, 'limit': 2, 'following': 2, 'sequence': 2, 'quantities': 2, 'formula': 2, 'second': 2, 'discrete': 2, 'general': 2, 'large': 2, 'normal': 2, 'sum': 2, 'equation': 2, 'population': 1, 'problem': 1, 'continuous': 1, 'statistic': 1, 'difference': 1, 'theorem': 1, 'walk': 1, 'binomial': 1, 'gamma': 1}
index	{'statistic': 7, 'sum': 7, 'statistical': 6, 'unit': 5, 'value': 5, 'set': 5, 'one': 4, 'distribution': 3, 'kenney': 3, 'independent': 3, 'mean': 3, 'regression': 3, 'process': 3, 'correlation': 3, 'probability': 2, 'standard': 2, 'real': 2, 'series': 2, 'point': 2, 'variable': 2, 'quantity': 2, 'stochastic': 2, 'class': 1, 'random': 1, 'order': 1, 'curve': 1, 'time': 1, 'markov': 1, 'run': 1}
walk	{'random': 68, 'one': 13, 'sequence': 12, 'probability': 10, 'step': 10, 'discrete': 7, 'mean': 6, 'length': 4, 'first': 3, 'following': 3, 'point': 3, 'continuous': 3, 'line': 3, 'square': 3, 'space': 3, 'unit': 2, 'pp': 2, 'variance': 2, 'set': 1, 'oeis': 1, 'process': 1}
stochastic	{'process': 21, 'matrix': 15, 'value': 11, 'real': 9, 'random': 7, 'integral': 7, 'mean': 6, 'time': 6, 'probability': 5, 'ratio': 5, 'continuous': 5, 'equation': 4, 'markov': 4, 'one': 3, 'above': 2, 'different': 2, 'table': 2, 'point': 2, 'variance': 2, 'index': 2, 'set': 1, 'first': 1, 'independent': 1, 'type': 1, 'expectation': 1}
integral	{'equation': 8, 'stochastic': 7, 'first': 5, 'statistical': 4, 'probability': 4, 'statistic': 4, 'different': 3, 'table': 3, 'ratio': 3, 'time': 3, 'standard': 2, 'random': 2, 'distribution': 1, 'range': 1, 'function': 1, 'least': 1, 'variate': 1, 'bivariate': 1, 'space': 1}
