bayesian	{'0': 7, '94': 1, '234': 1, '459': 1}
fisher~exact~ordered	{'395': 1}
test~criterion	{'395': 1}
exact~test~criterion	{'395': 1}
fisher~exact~test~criterion	{'395': 1}
nonrandom~those	{'395': 1}
test~nonrandom~those	{'395': 1}
statistical~test~nonrandom~those	{'395': 1}
two~represent	{'395': 1}
association~two~represent	{'395': 1}
nonrandom~association~two~represent	{'395': 1}
categorical~equal	{'395': 1}
two~categorical~equal	{'395': 1}
association~two~categorical~equal	{'395': 1}
variable~greater	{'395': 1}
categorical~variable~greater	{'395': 1}
two~categorical~variable~greater	{'395': 1}
exist~deviation	{'395': 1}
variable~exist~deviation	{'395': 1}
categorical~variable~exist~deviation	{'395': 1}
two~independence	{'395': 1}
exist~two~independence	{'395': 1}
variable~exist~two~independence	{'395': 1}
variable~observed	{'395': 1}
two~variable~observed	{'395': 1}
exist~two~variable~observed	{'395': 1}
observed~table	{'395': 1}
variable~observed~table	{'395': 1}
two~variable~observed~table	{'395': 1}
respectively~probabilities	{'395': 1}
state~respectively~probabilities	{'395': 1}
observed~state~respectively~probabilities	{'395': 1}
form~added	{'395': 1}
respectively~form~added	{'395': 1}
state~respectively~form~added	{'395': 1}
entries~variety	{'395': 1}
matrix~entries~variety	{'395': 1}
form~matrix~entries~variety	{'395': 1}
represent~criteria	{'395': 1}
entries~represent~criteria	{'395': 1}
matrix~entries~represent~criteria	{'395': 1}
number~measure	{'395': 1}
represent~number~measure	{'395': 1}
entries~represent~number~measure	{'395': 1}
fisher~one	{'395': 1}
exact~fisher	{'395': 1}
looked	{'395': 1}
test~looked	{'395': 1}
exact~test~looked	{'395': 1}
fisher~exact~test~looked	{'395': 1}
statistical~developed	{'395': 1}
test~statistical~developed	{'395': 1}
exact~test~statistical~developed	{'395': 1}
test~exact	{'395': 1}
statistical~test~exact	{'395': 1}
association~either	{'395': 1}
nonrandom~association~either	{'395': 1}
test~nonrandom~association~either	{'395': 1}
two~pearson	{'395': 1}
association~two~pearson	{'395': 1}
nonrandom~association~two~pearson	{'395': 1}
chi-square	{'395': 1}
categorical~chi-square	{'395': 1}
two~categorical~chi-square	{'395': 1}
association~two~categorical~chi-square	{'395': 1}
variable~difference	{'395': 1}
categorical~variable~difference	{'395': 1}
two~categorical~variable~difference	{'395': 1}
variable~typically	{'395': 1}
two~variable~typically	{'395': 1}
exist~two~variable~typically	{'395': 1}
observed~other	{'395': 1}
variable~observed~other	{'395': 1}
two~variable~observed~other	{'395': 1}
likelihood-ratio-test	{'395': 1}
exact~typically	{'395': 1}
fisher~exact~typically	{'395': 1}
test~association	{'395': 2}
exact~test~association	{'395': 2}
fisher~exact~test~association	{'395': 2}
statistical~contingency	{'395': 1}
test~statistical~contingency	{'395': 1}
exact~test~statistical~contingency	{'395': 1}
fisher~most	{'395': 1}
exact~applied	{'395': 1}
fisher~exact~applied	{'395': 1}
fisher~unwieldy	{'395': 1}
exact~large	{'395': 1}
fisher~exact~large	{'395': 1}
fisher~larger	{'395': 1}
fisher~proportion	{'395': 1}
exact~no	{'395': 1}
fisher~exact~no	{'395': 1}
test~longer	{'395': 1}
exact~test~longer	{'395': 1}
fisher~exact~test~longer	{'395': 1}
statistical~other	{'395': 1}
test~statistical~other	{'395': 1}
exact~test~statistical~other	{'395': 1}
mentioned	{'395': 1}
nonrandom~mentioned	{'395': 1}
test~nonrandom~mentioned	{'395': 1}
statistical~test~nonrandom~mentioned	{'395': 1}
association~above	{'395': 1}
nonrandom~association~above	{'395': 1}
test~nonrandom~association~above	{'395': 1}
remain	{'395': 1}
two~remain	{'395': 1}
association~two~remain	{'395': 1}
nonrandom~association~two~remain	{'395': 1}
applicable	{'395': 1, '507': 1}
categorical~applicable	{'395': 1}
two~categorical~applicable	{'395': 1}
association~two~categorical~applicable	{'395': 1}
exist~pearson	{'395': 1}
variable~exist~pearson	{'395': 1}
categorical~variable~exist~pearson	{'395': 1}
two~statistic	{'395': 1, '420': 1}
exist~two~statistic	{'395': 1}
variable~exist~two~statistic	{'395': 1}
two~variable~most	{'395': 1}
exist~two~variable~most	{'395': 1}
observed~order	{'395': 1}
variable~observed~order	{'395': 1}
two~variable~observed~order	{'395': 1}
respectively~case	{'395': 1}
state~respectively~case	{'395': 1}
observed~state~respectively~case	{'395': 1}
fisher~computed	{'395': 1}
fisher~application	{'395': 1}
journal	{'395': 2}
fisher~say	{'395': 1}
exact~either	{'395': 1}
fisher~exact~either	{'395': 1}
magazine	{'395': 2}
articles	{'395': 2}
fisher~articles	{'395': 2}
topics	{'395': 1}
exact~topics	{'395': 1}
fisher~exact~topics	{'395': 1}
test~mathematics	{'395': 1}
exact~test~mathematics	{'395': 1}
fisher~exact~test~mathematics	{'395': 1}
biology	{'395': 3}
statistical~biology	{'395': 1}
test~statistical~biology	{'395': 1}
exact~test~statistical~biology	{'395': 1}
test~appearing	{'395': 1}
statistical~test~appearing	{'395': 1}
issue	{'395': 1}
nonrandom~issue	{'395': 1}
test~nonrandom~issue	{'395': 1}
statistical~test~nonrandom~issue	{'395': 1}
association~one	{'395': 1}
nonrandom~association~one	{'395': 1}
test~nonrandom~association~one	{'395': 1}
journals	{'395': 1}
exact~math	{'395': 1}
fisher~exact~math	{'395': 1}
test~one	{'395': 1}
exact~test~one	{'395': 1}
fisher~exact~test~one	{'395': 1}
fisher~math	{'395': 1}
exact~four	{'395': 1}
fisher~exact~four	{'395': 1}
statistical~relevant	{'395': 1}
test~statistical~relevant	{'395': 1}
exact~test~statistical~relevant	{'395': 1}
test~matrix	{'395': 1}
statistical~test~matrix	{'395': 1}
fisher~possible	{'395': 1}
exact~matrices	{'395': 1}
fisher~exact~matrices	{'395': 1}
fisher~sum	{'395': 1}
test~sum	{'395': 1}
exact~test~sum	{'395': 1}
fisher~exact~test~sum	{'395': 1}
fisher~equal	{'395': 1}
fisher~statistically	{'395': 1}
exact~significant	{'395': 1}
fisher~exact~significant	{'395': 1}
statistical~journal	{'395': 1}
test~statistical~journal	{'395': 1}
exact~test~statistical~journal	{'395': 1}
test~type	{'395': 1, '413': 1, '417': 1}
statistical~test~type	{'395': 1, '413': 1, '417': 1}
article	{'395': 1}
nonrandom~article	{'395': 1}
test~nonrandom~article	{'395': 1}
statistical~test~nonrandom~article	{'395': 1}
exact~test~statistical	{'395': 1}
fisher~exact~test~statistical	{'395': 1}
hotelling~test~statistical	{'396': 1}
test~hotelling	{'396': 1}
statistical~test~hotelling	{'396': 1}
hotelling~t2	{'396': 1}
test~hotelling~t2	{'396': 1}
statistical~test~hotelling~t2	{'396': 1}
proposition	{'397': 2}
hypothesis~proposition	{'397': 1}
proposition~consistent	{'397': 1}
hypothesis~proposition~consistent	{'397': 1}
consistent~data~been	{'397': 1}
proposition~consistent~data~been	{'397': 1}
neither	{'397': 1, '507': 1, '508': 1, '556': 1}
been~neither	{'397': 1}
data~been~neither	{'397': 1}
consistent~data~been~neither	{'397': 1}
neither~verified	{'397': 1}
been~neither~verified	{'397': 1}
data~been~neither~verified	{'397': 1}
verified~shown	{'397': 1}
neither~verified~shown	{'397': 1}
been~neither~verified~shown	{'397': 1}
proposition~statistical	{'397': 1}
hypothesis~proposition~statistical	{'397': 1}
data~refers	{'397': 1}
consistent~data~refers	{'397': 1}
proposition~consistent~data~refers	{'397': 1}
been~statement	{'397': 1}
data~been~statement	{'397': 1}
consistent~data~been~statement	{'397': 1}
hypothesis~particularly	{'397': 1}
proposition~important	{'397': 1}
hypothesis~proposition~important	{'397': 1}
consistent~statistical	{'397': 1}
proposition~consistent~statistical	{'397': 1}
hypothesis~proposition~consistent~statistical	{'397': 1}
data~hypotheses	{'397': 1}
consistent~data~hypotheses	{'397': 1}
proposition~consistent~data~hypotheses	{'397': 1}
hypothesis~first	{'397': 1}
proposition~part	{'397': 1}
hypothesis~proposition~part	{'397': 1}
implication	{'397': 1}
hypothesis~part	{'397': 1}
predicate	{'397': 1}
hypothesis~mathematical	{'397': 1}
consistent~roughly	{'397': 1}
proposition~consistent~roughly	{'397': 1}
hypothesis~proposition~consistent~roughly	{'397': 1}
data~synonymous	{'397': 1}
consistent~data~synonymous	{'397': 1}
proposition~consistent~data~synonymous	{'397': 1}
consistent~alternative	{'397': 1}
proposition~consistent~alternative	{'397': 1}
hypothesis~proposition~consistent~alternative	{'397': 1}
bourget	{'397': 1}
been~bourget	{'397': 1}
data~been~bourget	{'397': 1}
consistent~data~been~bourget	{'397': 1}
chinese	{'397': 1}
verified~chinese	{'397': 1}
neither~verified~chinese	{'397': 1}
been~neither~verified~chinese	{'397': 1}
continuum	{'397': 1}
statistic~continuum	{'397': 1}
false~statistic~continuum	{'397': 1}
shown~false~statistic~continuum	{'397': 1}
statistical~hypothesis	{'397': 1}
monster-barring	{'397': 1}
nested	{'397': 1, '401': 2, '402': 2, '405': 2}
statement~nested	{'397': 1}
refers~statement~nested	{'397': 1}
hypothesis~refers~statement~nested	{'397': 1}
testing~null	{'397': 1, '418': 1}
hypothesis~testing~null	{'397': 1, '418': 1}
statement~hypothesis~testing~null	{'397': 1}
postulate	{'397': 1}
statistical~riemann	{'397': 1}
important~statistical~riemann	{'397': 1}
particularly~important~statistical~riemann	{'397': 1}
schinzel	{'397': 1}
null~schinzel	{'397': 1}
hypotheses~null~schinzel	{'397': 1}
statistical~hypotheses~null~schinzel	{'397': 1}
souslin	{'397': 1}
alternative~souslin	{'397': 1}
hypothesis~alternative~souslin	{'397': 1}
null~hypothesis~alternative~souslin	{'397': 1}
hypothesis~testing	{'398': 2}
testing~use	{'398': 1}
hypothesis~testing~use	{'398': 1}
statistic~probability	{'398': 1}
use~statistic~probability	{'398': 1}
testing~use~statistic~probability	{'398': 1}
probability~hypothesis	{'398': 2}
statistic~probability~hypothesis	{'398': 2}
use~statistic~probability~hypothesis	{'398': 2}
true~usual	{'398': 1}
hypothesis~true~usual	{'398': 1}
probability~hypothesis~true~usual	{'398': 1}
usual~process	{'398': 1}
true~usual~process	{'398': 1}
hypothesis~true~usual~process	{'398': 1}
process~hypothesis	{'398': 2}
usual~process~hypothesis	{'398': 2}
true~usual~process~hypothesis	{'398': 2}
process~hypothesis~testing	{'398': 1}
usual~process~hypothesis~testing	{'398': 1}
testing~four	{'398': 1}
hypothesis~testing~four	{'398': 1}
process~hypothesis~testing~four	{'398': 1}
formulate	{'398': 1}
hypothesis~pure	{'398': 1}
hypothesis~real	{'398': 1}
testing~effect	{'398': 1}
hypothesis~testing~effect	{'398': 1}
combined	{'398': 1}
use~combined	{'398': 1}
testing~use~combined	{'398': 1}
hypothesis~testing~use~combined	{'398': 1}
statistic~component	{'398': 1}
use~statistic~component	{'398': 1}
testing~use~statistic~component	{'398': 1}
statistic~probability~chance	{'398': 1}
use~statistic~probability~chance	{'398': 1}
assess	{'398': 1, '403': 1}
truth	{'398': 1}
hypothesis~truth	{'398': 1}
hypothesis~test	{'398': 1}
testing~statistic	{'398': 1}
hypothesis~testing~statistic	{'398': 1}
use~least	{'398': 1}
testing~use~least	{'398': 1}
hypothesis~testing~use~least	{'398': 1}
statistic~significant	{'398': 1}
use~statistic~significant	{'398': 1}
testing~use~statistic~significant	{'398': 1}
probability~one	{'398': 1}
statistic~probability~one	{'398': 1}
use~statistic~probability~one	{'398': 1}
hypothesis~observed	{'398': 1}
probability~hypothesis~observed	{'398': 1}
statistic~probability~hypothesis~observed	{'398': 1}
hypothesis~smaller	{'398': 1}
stronger	{'398': 1}
evidence	{'398': 1}
hypothesis~evidence	{'398': 1}
testing~against	{'398': 1}
hypothesis~testing~against	{'398': 1}
use~null	{'398': 1}
testing~use~null	{'398': 1}
hypothesis~testing~use~null	{'398': 1}
compare	{'398': 1, '399': 1, '402': 1}
hypothesis~significance	{'398': 1}
testing~value	{'398': 1}
hypothesis~testing~value	{'398': 1}
testing~statistically	{'398': 1}
hypothesis~testing~statistically	{'398': 1}
statistic~null	{'398': 1}
use~statistic~null	{'398': 1}
testing~use~statistic~null	{'398': 1}
hypothesis~ruled	{'398': 1}
probability~hypothesis~ruled	{'398': 1}
statistic~probability~hypothesis~ruled	{'398': 1}
usual~alternative	{'398': 1}
true~usual~alternative	{'398': 1}
hypothesis~true~usual~alternative	{'398': 1}
testing~statistical	{'398': 1}
hypothesis~testing~statistical	{'398': 1}
statistic~alpha	{'398': 1}
use~statistic~alpha	{'398': 1}
testing~use~statistic~alpha	{'398': 1}
hypothesis~alternative	{'398': 1, '407': 1}
probability~hypothesis~alternative	{'398': 1}
statistic~probability~hypothesis~alternative	{'398': 1}
usual~bonferroni	{'398': 1}
true~usual~bonferroni	{'398': 1}
hypothesis~true~usual~bonferroni	{'398': 1}
testing~fisher	{'398': 1}
hypothesis~testing~fisher	{'398': 1}
process~hypothesis~testing~fisher	{'398': 1}
four~sign	{'398': 1}
testing~four~sign	{'398': 1}
hypothesis~testing~four~sign	{'398': 1}
formulate~null	{'398': 1}
step~formulate~null	{'398': 1}
pure~paired	{'398': 1}
observation~pure~paired	{'398': 1}
hypothesis~observation~pure~paired	{'398': 1}
chance~permutation	{'398': 1}
pure~chance~permutation	{'398': 1}
observation~pure~chance~permutation	{'398': 1}
chance~alternative~hypothesis~statistical	{'398': 1}
real~test	{'398': 1}
observation~real~test	{'398': 1}
hypothesis~observation~real~test	{'398': 1}
combined~type	{'398': 1}
effect~combined~type	{'398': 1}
real~effect~combined~type	{'398': 1}
component~i	{'398': 1}
combined~component~i	{'398': 1}
effect~combined~component~i	{'398': 1}
variation~type	{'398': 1}
chance~variation~type	{'398': 1}
component~chance~variation~type	{'398': 1}
ii	{'398': 1, '413': 1, '417': 1, '420': 2, '421': 1, '422': 1, '513': 1}
identify~ii	{'398': 1}
variation~identify~ii	{'398': 1}
chance~variation~identify~ii	{'398': 1}
statistic~wilcoxon	{'398': 1}
test~statistic~wilcoxon	{'398': 1}
identify~test~statistic~wilcoxon	{'398': 1}
assess~signed	{'398': 1}
statistic~assess~signed	{'398': 1}
test~statistic~assess~signed	{'398': 1}
truth~rank	{'398': 1}
assess~truth~rank	{'398': 1}
statistic~assess~truth~rank	{'398': 1}
goodness-of-fit~test	{'399': 1}
goodness-of-fit~fact	{'399': 1}
test~value	{'399': 1}
goodness-of-fit~test~value	{'399': 1}
statistical~sample	{'399': 1}
test~statistical~sample	{'399': 1}
goodness-of-fit~test~statistical~sample	{'399': 1}
statistical~distribution~cumulative	{'399': 1}
test~statistical~distribution~cumulative	{'399': 1}
test~density	{'399': 1}
distribution~test~density	{'399': 1}
statistical~distribution~test~density	{'399': 1}
fact~function	{'399': 1}
test~fact~function	{'399': 1}
distribution~test~fact~function	{'399': 1}
value~asymptotically	{'399': 1}
fact~value~asymptotically	{'399': 1}
test~fact~value~asymptotically	{'399': 1}
sample~normally	{'399': 1, '517': 1}
value~sample~normally	{'399': 1}
fact~value~sample~normally	{'399': 1}
test~calculate	{'399': 1}
goodness-of-fit~test~calculate	{'399': 1}
statistical~cumulative	{'399': 1, '523': 1}
test~statistical~cumulative	{'399': 1}
goodness-of-fit~test~statistical~cumulative	{'399': 1}
statistical~distribution~frequency	{'399': 1}
test~statistical~distribution~frequency	{'399': 1}
test~normalized	{'399': 1}
distribution~test~normalized	{'399': 1}
statistical~distribution~test~normalized	{'399': 1}
fact~sample	{'399': 1}
test~fact~sample	{'399': 1}
distribution~test~fact~sample	{'399': 1}
cumulative~function	{'399': 1, '508': 1, '556': 3}
sample~cumulative~function	{'399': 1}
value~sample~cumulative~function	{'399': 1}
function~calculate	{'399': 1}
density~function~calculate	{'399': 1}
cumulative~density~function~calculate	{'399': 1}
asymptotically~cumulative	{'399': 1}
function~asymptotically~cumulative	{'399': 1}
density~function~asymptotically~cumulative	{'399': 1}
normally~frequency	{'399': 1}
asymptotically~normally~frequency	{'399': 1}
function~asymptotically~normally~frequency	{'399': 1}
distributed~true	{'399': 1}
normally~distributed~true	{'399': 1}
asymptotically~normally~distributed~true	{'399': 1}
kolmogorov-smirnov~distribution	{'399': 1}
distributed~kolmogorov-smirnov~distribution	{'399': 1}
normally~distributed~kolmogorov-smirnov~distribution	{'399': 1}
test~most	{'399': 1}
kolmogorov-smirnov~test~most	{'399': 1}
distributed~kolmogorov-smirnov~test~most	{'399': 1}
goodness-of-fit~greatest	{'399': 1}
test~discrepancy	{'399': 1}
goodness-of-fit~test~discrepancy	{'399': 1}
test~statistical~observed	{'399': 1}
goodness-of-fit~test~statistical~observed	{'399': 1}
distribution~expected	{'399': 1, '527': 1, '530': 1}
statistical~distribution~expected	{'399': 1}
test~statistical~distribution~expected	{'399': 1}
test~cumulative	{'399': 1}
distribution~test~cumulative	{'399': 1}
statistical~distribution~test~cumulative	{'399': 1}
d-statistic	{'399': 4}
goodness-of-fit~against	{'399': 1}
test~critical	{'399': 1}
goodness-of-fit~test~critical	{'399': 1}
goodness-of-fit~critical	{'399': 1}
test~statistical~reject	{'399': 1}
goodness-of-fit~test~statistical~reject	{'399': 1}
goodness-of-fit~expected	{'399': 1}
statistical~test	{'399': 1, '420': 1}
goodness-of-fit~statistical~test	{'399': 1}
goodness-of-fit~test~statistical	{'399': 1}
distribution~anderson-darling	{'399': 1}
statistical~distribution~anderson-darling	{'399': 1}
test~statistical~distribution~anderson-darling	{'399': 1}
value~kuiper	{'399': 1}
fact~value~kuiper	{'399': 1}
test~fact~value~kuiper	{'399': 1}
cumulative~normal	{'399': 1, '508': 1}
sample~cumulative~normal	{'399': 1}
value~sample~cumulative~normal	{'399': 1}
test~anderson-darling	{'400': 1}
kolmogorov-smirnov~test~anderson-darling	{'400': 1}
improve~kolmogorov-smirnov~test~anderson-darling	{'400': 1}
quantity~test	{'401': 1}
quantity~first	{'401': 1}
quantity~likelihood	{'401': 1}
test~ratio	{'401': 1}
quantity~test~ratio	{'401': 1}
hypotheses~test	{'401': 1}
nested~hypotheses~test	{'401': 1}
nonnested	{'401': 1, '404': 1}
hypotheses~nonnested	{'401': 1}
hypothesis~complementary	{'401': 1}
nested~hypothesis~complementary	{'401': 1}
hypotheses~nested~hypothesis~complementary	{'401': 1}
degree~hypotheses	{'401': 1}
hypothesis~degree~hypotheses	{'401': 1}
nested~hypothesis~degree~hypotheses	{'401': 1}
quantity~test~statistical	{'401': 1}
hypotheses~negative	{'401': 1}
nested~hypotheses~negative	{'401': 1}
test~nested~hypotheses~negative	{'401': 1}
nested~likelihood	{'401': 1, '402': 1}
hypotheses~nested~likelihood	{'401': 1}
sensitivity	{'401': 1, '404': 1, '411': 1, '413': 1, '417': 1, '419': 1, '420': 4, '421': 1, '422': 1}
specificity	{'401': 1, '404': 1, '411': 1, '413': 1, '417': 1, '419': 1, '420': 4, '421': 1, '422': 1}
method~testing	{'402': 1}
method~specific	{'402': 1}
nested~calculate	{'402': 1}
testing~nested~calculate	{'402': 1}
method~testing~nested~calculate	{'402': 1}
observing	{'402': 1}
testing~compare	{'402': 1}
method~testing~compare	{'402': 1}
testing~nested~likelihood	{'402': 1}
method~testing~nested~likelihood	{'402': 1}
hypotheses~nested	{'402': 1}
testing~hypotheses~nested	{'402': 1}
procedure~model	{'402': 1}
hypotheses~procedure~model	{'402': 1}
nested~hypotheses~procedure~model	{'402': 1}
specific~one	{'402': 1}
procedure~specific~one	{'402': 1}
hypotheses~procedure~specific~one	{'402': 1}
model~fewer	{'402': 1}
specific~model~fewer	{'402': 1}
procedure~specific~model~fewer	{'402': 1}
likelihood~allowed	{'402': 1}
calculate~likelihood~allowed	{'402': 1}
model~calculate~likelihood~allowed	{'402': 1}
observing~vary	{'402': 1}
likelihood~observing~vary	{'402': 1}
calculate~likelihood~observing~vary	{'402': 1}
method~likelihood	{'402': 1}
nested~statistical	{'402': 1}
testing~nested~statistical	{'402': 1}
method~testing~nested~statistical	{'402': 1}
manova~analysis	{'403': 1}
analysis~procedure	{'403': 1}
manova~analysis~procedure	{'403': 1}
procedure~testing	{'403': 1}
analysis~procedure~testing	{'403': 1}
manova~analysis~procedure~testing	{'403': 1}
testing~equality	{'403': 1}
procedure~testing~equality	{'403': 1}
analysis~procedure~testing~equality	{'403': 1}
equality~mean	{'403': 1}
testing~equality~mean	{'403': 1}
procedure~testing~equality~mean	{'403': 1}
vector~two	{'403': 1}
mean~vector~two	{'403': 1}
equality~mean~vector~two	{'403': 1}
population~technique	{'403': 1}
two~population~technique	{'403': 1}
vector~two~population~technique	{'403': 1}
technique~analogous	{'403': 1}
population~technique~analogous	{'403': 1}
two~population~technique~analogous	{'403': 1}
analysis~except	{'403': 1}
manova~analysis~except	{'403': 1}
testing~compared	{'403': 1}
procedure~testing~compared	{'403': 1}
analysis~procedure~testing~compared	{'403': 1}
equality~multiple	{'403': 1}
testing~equality~multiple	{'403': 1}
procedure~testing~equality~multiple	{'403': 1}
response	{'403': 1}
mean~response	{'403': 1}
equality~mean~response	{'403': 1}
testing~equality~mean~response	{'403': 1}
uniseriate	{'403': 1}
manova~case	{'403': 1}
analysis~assess	{'403': 1}
manova~analysis~assess	{'403': 1}
procedure~hypothesis	{'403': 1}
analysis~procedure~hypothesis	{'403': 1}
manova~analysis~procedure~hypothesis	{'403': 1}
testing~under	{'403': 1}
procedure~testing~under	{'403': 1}
analysis~procedure~testing~under	{'403': 1}
consideration	{'403': 1}
mean~no	{'403': 1}
equality~mean~no	{'403': 1}
testing~equality~mean~no	{'403': 1}
vector~single	{'403': 1}
mean~vector~single	{'403': 1}
equality~mean~vector~single	{'403': 1}
vector~two~test	{'403': 1}
mean~vector~two~test	{'403': 1}
population~statistic	{'403': 1}
two~population~statistic	{'403': 1}
vector~two~population~statistic	{'403': 1}
technique~multivariate	{'403': 1}
population~technique~multivariate	{'403': 1}
two~population~technique~multivariate	{'403': 1}
analogous~case	{'403': 1}
technique~analogous~case	{'403': 1}
population~technique~analogous~case	{'403': 1}
anova~optimal	{'403': 1}
analogous~anova~optimal	{'403': 1}
technique~analogous~anova~optimal	{'403': 1}
univariate~situations	{'403': 1}
anova~univariate~situations	{'403': 1}
analogous~anova~univariate~situations	{'403': 1}
everitt	{'403': 1}
data~everitt	{'403': 1}
univariate~data~everitt	{'403': 1}
anova~univariate~data~everitt	{'403': 1}
wykes	{'403': 1}
except~wykes	{'403': 1}
data~except~wykes	{'403': 1}
univariate~data~except~wykes	{'403': 1}
manova~statistical	{'403': 1}
term~negative	{'404': 1}
negative~likelihood	{'404': 1}
term~negative~likelihood	{'404': 1}
likelihood~ratio	{'404': 1}
negative~likelihood~ratio	{'404': 1}
term~negative~likelihood~ratio	{'404': 1}
medicine~test	{'404': 1}
ratio~medicine~test	{'404': 1}
likelihood~ratio~medicine~test	{'404': 1}
test~nonnested	{'404': 1}
medicine~test~nonnested	{'404': 1}
ratio~medicine~test~nonnested	{'404': 1}
nonnested~complementary	{'404': 1}
test~nonnested~complementary	{'404': 1}
medicine~test~nonnested~complementary	{'404': 1}
complementary~hypotheses	{'404': 1}
nonnested~complementary~hypotheses	{'404': 1}
test~nonnested~complementary~hypotheses	{'404': 1}
nlr	{'404': 1}
term~likelihood	{'404': 1}
likelihood~statistical	{'404': 1}
negative~likelihood~statistical	{'404': 1}
term~negative~likelihood~statistical	{'404': 1}
medicine~likelihood	{'404': 1}
ratio~medicine~likelihood	{'404': 1}
possibilities	{'405': 2, '545': 1}
set~possibilities	{'405': 2}
possibilities~satisfy	{'405': 2}
set~possibilities~satisfy	{'405': 2}
set~hypothesis	{'405': 1}
possibilities~within	{'405': 1}
set~possibilities~within	{'405': 1}
possibilities~statistical	{'405': 1}
set~possibilities~statistical	{'405': 1}
hypothesis~log	{'405': 1}
satisfy~hypothesis~log	{'405': 1}
possibilities~satisfy~hypothesis~log	{'405': 1}
set~likelihood	{'405': 1}
hypothesis~set~likelihood	{'405': 1}
satisfy~hypothesis~set~likelihood	{'405': 1}
critical~region	{'406': 2}
region~size	{'406': 1}
critical~region~size	{'406': 1}
neyman-pearson	{'406': 1}
region~statistical	{'406': 1}
critical~region~statistical	{'406': 1}
null~hypothesis	{'407': 1}
null~hypothesis~statistical	{'407': 2}
tested	{'407': 1}
null~possible	{'407': 1}
rejection	{'407': 1, '420': 1}
hypothesis~rejection	{'407': 1}
null~hypothesis~rejection	{'407': 1}
statistical~under	{'407': 1}
hypothesis~statistical~under	{'407': 1}
null~hypothesis~statistical~under	{'407': 1}
hypothesis~assumption	{'407': 1}
statistical~hypothesis~assumption	{'407': 1}
tested~true	{'407': 1}
hypothesis~tested~true	{'407': 1}
statistical~hypothesis~tested~true	{'407': 1}
under~concept	{'407': 1}
rejection~under~concept	{'407': 1}
possible~rejection~under~concept	{'407': 1}
assumption~introduced	{'407': 1}
under~assumption~introduced	{'407': 1}
rejection~under~assumption~introduced	{'407': 1}
null~contrary	{'407': 1}
hypothesis~null	{'407': 1, '421': 1, '422': 1}
tested~real	{'407': 1}
hypothesis~tested~real	{'407': 1}
statistical~hypothesis~tested~real	{'407': 1}
statistical~hypothesis~alternative	{'407': 1}
rejection~hypothesis	{'407': 1}
possible~rejection~hypothesis	{'407': 1}
tested~possible~rejection~hypothesis	{'407': 1}
two~paired	{'408': 2}
determines	{'408': 1}
two~differ	{'408': 1}
paired~other	{'408': 1}
two~paired~other	{'408': 1}
set~significant	{'408': 1}
paired~set~significant	{'408': 1}
two~paired~set~significant	{'408': 1}
measured~under	{'408': 1}
set~measured~under	{'408': 1}
paired~set~measured~under	{'408': 1}
value~paired	{'408': 1}
measured~value~paired	{'408': 1}
differ~independent	{'408': 1}
determines~differ~independent	{'408': 1}
paired~determines~differ~independent	{'408': 1}
other~identically	{'408': 1}
differ~other~identically	{'408': 1}
determines~differ~other~identically	{'408': 1}
significant~normally	{'408': 1}
other~significant~normally	{'408': 1}
differ~other~significant~normally	{'408': 1}
paired~significance	{'408': 1}
two~paired~significance	{'408': 1}
set~level	{'408': 1}
paired~set~level	{'408': 1}
two~paired~set~level	{'408': 1}
measured~two	{'408': 1}
set~measured~two	{'408': 1}
paired~set~measured~two	{'408': 1}
t-test	{'408': 1}
two~paired~statistical	{'408': 1}
measured~fisher	{'408': 1}
set~measured~fisher	{'408': 1}
paired~set~measured~fisher	{'408': 1}
value~sign	{'408': 1}
measured~value~sign	{'408': 1}
set~measured~value~sign	{'408': 1}
determines~hypothesis	{'408': 1}
paired~determines~hypothesis	{'408': 1}
value~paired~determines~hypothesis	{'408': 1}
other~student	{'408': 1}
differ~other~student	{'408': 1}
determines~differ~other~student	{'408': 1}
significant~wilcoxon	{'408': 1}
other~significant~wilcoxon	{'408': 1}
differ~other~significant~wilcoxon	{'408': 1}
under~signed	{'408': 1}
significant~under~signed	{'408': 1}
other~significant~under~signed	{'408': 1}
assumption~rank	{'408': 1}
under~assumption~rank	{'408': 1}
significant~under~assumption~rank	{'408': 1}
statistical~underlying	{'409': 1}
test~distribution	{'409': 1}
statistical~test~distribution	{'409': 1}
assumption~observed	{'409': 1}
test~assumption~observed	{'409': 1}
statistical~test~assumption~observed	{'409': 1}
number~successes	{'410': 1}
variate~two	{'410': 1}
successes~variate~two	{'410': 1}
number~successes~variate~two	{'410': 1}
successes~statistical	{'410': 1}
number~successes~statistical	{'410': 1}
predictive	{'411': 3, '419': 1, '420': 1}
positive~predictive	{'411': 1}
predictive~value	{'411': 2}
positive~predictive~value	{'411': 1}
predictive~value~probability	{'411': 2}
positive~predictive~value~probability	{'411': 1}
probability~test	{'411': 2}
value~probability~test	{'411': 2}
predictive~value~probability~test	{'411': 2}
test~true	{'411': 2}
probability~test~true	{'411': 2}
value~probability~test~true	{'411': 1}
statistic~negative	{'411': 1}
true~statistic~negative	{'411': 1}
negative~predictive	{'411': 1, '420': 1}
statistic~negative~predictive	{'411': 1}
true~statistic~negative~predictive	{'411': 1}
negative~predictive~value	{'411': 1}
statistic~negative~predictive~value	{'411': 1}
negative~predictive~value~probability	{'411': 1}
